fname,label,max_f,max_t,min_f,min_t,sample_idx,Fecha,name,sensor_name,latitud,longitud,hour,time,parent label
G002_20211114_200000.WAV,INSECT,50194285,5.0,3914107,0.0,0021.wav,2021-11-14 20:00:00,G002,G002,7.4057009,-73.8656118,20,20:00:00,Biophony
G002_20211114_220000.WAV,HERPET,6034.2856,5.0,-1.0,0.0,0022.wav,2021-11-14 22:00:00,G002,G002,7.4057009,-73.8656118,22,22:00:00,Biophony
G002_20211114_230000.WAV,INSECT,46080.0,5.0,4114.2856,0.0,0023.wav,2021-11-14 23:00:00,G002,G002,7.4057009,-73.8656118,23,23:00:00,Biophony
G002_20211115_010000.WAV,HERPET,4559.3667,5.0,-1.0,0.0,0024.wav,2021-11-15 01:00:00,G002,G002,7.4057009,-73.8656118,1,01:00:00,Biophony
G002_20211115_180000.WAV,MURCIE,45593668,5.0,37488125,0.0,0025.wav,2021-11-15 18:00:00,G002,G002,7.4057009,-73.8656118,18,18:00:00,Biophony
G002_20211115_193000.WAV,MURCIE,43869145,5.0,20770.45,0.0,0026.wav,2021-11-15 19:30:00,G002,G002,7.4057009,-73.8656118,19,19:30:00,Biophony
G002_20211115_220000.WAV,MURCIE,37741426,5.0,24142752,0.0,0027.wav,2021-11-15 22:00:00,G002,G002,7.4057009,-73.8656118,22,22:00:00,Biophony
G002_20211116_010000.WAV,MURCIE,67301.05,3.1,51941055,0.0,0028.wav,2021-11-16 01:00:00,G002,G002,7.4057009,-73.8656118,1,01:00:00,Biophony
G002_20211116_050000.WAV,MURCIE,53962.1,5.0,41431.58,0.0,0029.wav,2021-11-16 05:00:00,G002,G002,7.4057009,-73.8656118,5,05:00:00,Biophony
G002_20211116_053000.WAV,MURCIE,51941055,5.0,25702895,0.0,0030.wav,2021-11-16 05:30:00,G002,G002,7.4057009,-73.8656118,5,05:30:00,Biophony
G002_20211124_203000.WAV,INSECT,20277925,10.0,10410058,0.0,0543.wav,2021-11-24 20:30:00,G002,G002,7.4057009,-73.8656118,20,20:30:00,Biophony
G002_20211125_193000.WAV,INSECT,19844172,10.0,6831.6,0.0,0544.wav,2021-11-25 19:30:00,G002,G002,7.4057009,-73.8656118,19,19:30:00,Biophony
G002_20211127_083000.WAV,INSECT,12145067,10.0,11277562,2.427092922,0545.wav,2021-11-27 08:30:00,G002,G002,7.4057009,-73.8656118,8,08:30:00,Biophony
G002_20211128_083000.WAV,INSECT,11041534,10.0,6440895,0.0,0546.wav,2021-11-28 08:30:00,G002,G002,7.4057009,-73.8656118,8,08:30:00,Biophony
G002_20211128_170000.WAV,INSECT,11348243,10.0,6440895,0.0,0547.wav,2021-11-28 17:00:00,G002,G002,7.4057009,-73.8656118,17,17:00:00,Biophony
G002_20211129_080000.WAV,INSECT,10964856,10.0,6364217,0.0,0548.wav,2021-11-29 08:00:00,G002,G002,7.4057009,-73.8656118,8,08:00:00,Biophony
G003_20211112_000000.WAV,INSECT,45016.95,5.0,3121.9111,0.0,0031.wav,2021-11-12 00:00:00,G003,G003,7.3563088,-73.7606951,0,00:00:00,Biophony
G003_20211112_050000.WAV,INSECT,47728812,5.0,2711.8645,0.0,0032.wav,2021-11-12 05:00:00,G003,G003,7.3563088,-73.7606951,5,05:00:00,Biophony
G003_20211112_080000.WAV,INSECT,33355.93,5.0,2169.4915,0.0,0033.wav,2021-11-12 08:00:00,G003,G003,7.3563088,-73.7606951,8,08:00:00,Biophony
G003_20211112_183000.WAV,INSECT,39457625,5.0,2847.4575,0.0,0034.wav,2021-11-12 18:30:00,G003,G003,7.3563088,-73.7606951,18,18:30:00,Biophony
G003_20211112_183000.WAV,ANTROP,974.40216,5.0,67.43268,0.0,0035.wav,2021-11-12 18:30:00,G003,G003,7.3563088,-73.7606951,18,18:30:00,Anthrophony
G003_20211115_113000.WAV,LLUVIA,14876514,5.0,-1.0,0.0,0036.wav,2021-11-15 11:30:00,G003,G003,7.3563088,-73.7606951,11,11:30:00,Geophony
G003_20211115_203000.WAV,INSECT,51602902,5.0,2789.3462,0.0,0037.wav,2021-11-15 20:30:00,G003,G003,7.3563088,-73.7606951,20,20:30:00,Biophony
G003_20211115_213000.WAV,INSECT,51602902,5.0,2789.3462,0.0,0038.wav,2021-11-15 21:30:00,G003,G003,7.3563088,-73.7606951,21,21:30:00,Biophony
G003_20211115_230000.WAV,INSECT,51602902,5.0,2789.3462,0.0,0039.wav,2021-11-15 23:00:00,G003,G003,7.3563088,-73.7606951,23,23:00:00,Biophony
G003_20211115_233000.WAV,INSECT,51602902,5.0,2789.3462,0.0,0040.wav,2021-11-15 23:30:00,G003,G003,7.3563088,-73.7606951,23,23:30:00,Biophony
G003_20211111_180000.WAV,HERPET,1380192,10.0,0.0,0.0,0549.wav,2021-11-11 18:00:00,G003,G003,7.3563088,-73.7606951,18,18:00:00,Biophony
G003_20211115_190000.WAV,INSECT,3686895,10.0,3144705,0.0,0550.wav,2021-11-15 19:00:00,G003,G003,7.3563088,-73.7606951,19,19:00:00,Biophony
G003_20211121_193000.WAV,TRAMOT,1380192,10.0,0.0,0.0,0551.wav,2021-11-21 19:30:00,G003,G003,7.3563088,-73.7606951,19,19:30:00,Anthrophony
G003_20211123_083000.WAV,LLUVIA,46926518,10.0,0.0,0.0,0552.wav,2021-11-23 08:30:00,G003,G003,7.3563088,-73.7606951,8,08:30:00,Geophony
G003_20211125_180000.WAV,TRAMOT,1993.61,10.0,0.0,0.0,0553.wav,2021-11-25 18:00:00,G003,G003,7.3563088,-73.7606951,18,18:00:00,Anthrophony
G003_20211128_050000.WAV,INSECT,3450479,10.0,2683706,0.0,0554.wav,2021-11-28 05:00:00,G003,G003,7.3563088,-73.7606951,5,05:00:00,Biophony
G004_20211111_023000.WAV,INSECT,45215777,5.0,2672.8538,0.0,0041.wav,2021-11-11 02:30:00,G004,G004,7.3346815,-73.8529856,2,02:30:00,Biophony
G004_20211111_063000.WAV,INSECT,45215777,5.0,2672.8538,0.0,0042.wav,2021-11-11 06:30:00,G004,G004,7.3346815,-73.8529856,6,06:30:00,Biophony
G004_20211113_170000.WAV,INSECT,47069766,5.0,2508.1135,0.0,0043.wav,2021-11-13 17:00:00,G004,G004,7.3346815,-73.8529856,17,17:00:00,Biophony
G004_20211113_193000.WAV,INSECT,47069766,5.0,2508.1135,0.0,0044.wav,2021-11-13 19:30:00,G004,G004,7.3346815,-73.8529856,19,19:30:00,Biophony
G004_20211113_223000.WAV,MURCIE,27162.79,5.0,17302326,0.0,0045.wav,2021-11-13 22:30:00,G004,G004,7.3346815,-73.8529856,22,22:30:00,Biophony
G004_20211109_193000.WAV,INSECT,3239264,10.0,2576687,0.0,0555.wav,2021-11-09 19:30:00,G004,G004,7.3346815,-73.8529856,19,19:30:00,Biophony
G004_20211115_190000.WAV,INSECT,4293.93,10.0,3220447,0.39510815,0556.wav,2021-11-15 19:00:00,G004,G004,7.3346815,-73.8529856,19,19:00:00,Biophony
G004_20211118_183000.WAV,TRAMOT,843.45,10.0,0.0,0.225776086,0557.wav,2021-11-18 18:30:00,G004,G004,7.3346815,-73.8529856,18,18:30:00,Anthrophony
G004_20211120_180000.WAV,TRAMOT,1456869,10.0,0.0,0.0,0558.wav,2021-11-20 18:00:00,G004,G004,7.3346815,-73.8529856,18,18:00:00,Anthrophony
G004_20211125_073000.WAV,AVEVOC,766773,10.0,0.0,3.160865201,0559.wav,2021-11-25 07:30:00,G004,G004,7.3346815,-73.8529856,7,07:30:00,Biophony
G004_20211125_190000.WAV,TRAMOT,1303514,10.0,0.0,0.0,0560.wav,2021-11-25 19:00:00,G004,G004,7.3346815,-73.8529856,19,19:00:00,Anthrophony
G006_20211111_180000.WAV,MURCIE,39710844,5.0,28144578,0.0,0046.wav,2021-11-11 18:00:00,G006,G006,7.3405035,-73.7247761,18,18:00:00,Biophony
G006_20211111_200000.WAV,INSECT,40096387,5.0,3288.6843,0.0,0047.wav,2021-11-11 20:00:00,G006,G006,7.3405035,-73.7247761,20,20:00:00,Biophony
G006_20211111_203000.WAV,INSECT,40096387,5.0,3288.6843,0.0,0048.wav,2021-11-11 20:30:00,G006,G006,7.3405035,-73.7247761,20,20:30:00,Biophony
G006_20211111_210000.WAV,INSECT,40096387,5.0,3288.6843,0.0,0049.wav,2021-11-11 21:00:00,G006,G006,7.3405035,-73.7247761,21,21:00:00,Biophony
G006_20211115_073000.WAV,TRAMOT,441718,10.0,0.0,0.0,0567.wav,2021-11-15 07:30:00,G006,G006,7.3405035,-73.7247761,7,07:30:00,Anthrophony
G006_20211118_053000.WAV,AVEVOC,759067,10.0,0.0,0.338664129,0568.wav,2021-11-18 05:30:00,G006,G006,7.3405035,-73.7247761,5,05:30:00,Biophony
G006_20211118_200000.WAV,INSECT,3297125,10.0,2760383,0.0,0569.wav,2021-11-18 20:00:00,G006,G006,7.3405035,-73.7247761,20,20:00:00,Biophony
G006_20211122_083000.WAV,LLUVIA,49654852,10.0,0.0,0.0,0570.wav,2021-11-22 08:30:00,G006,G006,7.3405035,-73.7247761,8,08:30:00,Geophony
G006_20211124_073000.WAV,LLUVIA,27052.2,10.0,0.0,0.0,0571.wav,2021-11-24 07:30:00,G006,G006,7.3405035,-73.7247761,7,07:30:00,Geophony
G006_20211126_070000.WAV,INSECT,25150.16,10.0,19015974,0.0,0572.wav,2021-11-26 07:00:00,G006,G006,7.3405035,-73.7247761,7,07:00:00,Biophony
G007_20211111_000000.WAV,INSECT,52328.66,6.0,2092.1843,0.0,0050.wav,2021-11-11 00:00:00,G007,G007,7.2490965,-73.8951989,0,00:00:00,Biophony
G007_20211111_060000.WAV,INSECT,44825652,5.0,3655.3105,0.0,0051.wav,2021-11-11 06:00:00,G007,G007,7.2490965,-73.8951989,6,06:00:00,Biophony
G007_20211111_060000.WAV,AVEVOC,26741484,5.0,1923.8477,0.0,0052.wav,2021-11-11 06:00:00,G007,G007,7.2490965,-73.8951989,6,06:00:00,Biophony
G007_20211111_110000.WAV,INSECT,54060.12,5.0,6348.6973,0.0,0053.wav,2021-11-11 11:00:00,G007,G007,7.2490965,-73.8951989,11,11:00:00,Biophony
G007_20211111_143000.WAV,INSECT,46749.5,5.0,6541.0825,0.0,0054.wav,2021-11-11 14:30:00,G007,G007,7.2490965,-73.8951989,14,14:30:00,Biophony
G007_20211111_143000.WAV,AVEVOC,15006013,5.0,2308.6172,0.0,0055.wav,2021-11-11 14:30:00,G007,G007,7.2490965,-73.8951989,14,14:30:00,Biophony
G007_20211111_170000.WAV,AVEVOC,24432867,2.0,741.91254,0.0,0056.wav,2021-11-11 17:00:00,G007,G007,7.2490965,-73.8951989,17,17:00:00,Biophony
G007_20211111_203000.WAV,AVEVOC,5386774,10.0,1083.7305,4.0,0057.wav,2021-11-11 20:30:00,G007,G007,7.2490965,-73.8951989,20,20:30:00,Biophony
G007_20211111_203000.WAV,INSECT,43863727,10.0,2501002,4.0,0058.wav,2021-11-11 20:30:00,G007,G007,7.2490965,-73.8951989,20,20:30:00,Biophony
G007_20211111_213000.WAV,INSECT,40593188,5.0,2116.2324,0.0,0059.wav,2021-11-11 21:30:00,G007,G007,7.2490965,-73.8951989,21,21:30:00,Biophony
G007_20211112_200000.WAV,AVEVOC,2300319,10.0,1073482,4.120413565,0573.wav,2021-11-12 20:00:00,G007,G007,7.2490965,-73.8951989,20,20:00:00,Biophony
G007_20211116_070000.WAV,AVEVOC,2530351,10.0,1380192,6.547506487,0574.wav,2021-11-16 07:00:00,G007,G007,7.2490965,-73.8951989,7,07:00:00,Biophony
G007_20211116_173000.WAV,AVEVOC,613419,10.0,306709,0.056444021,0575.wav,2021-11-16 17:30:00,G007,G007,7.2490965,-73.8951989,17,17:30:00,Biophony
G007_20211122_180000.WAV,AVEVOC,1916933,10.0,1073482,0.39510815,0576.wav,2021-11-22 18:00:00,G007,G007,7.2490965,-73.8951989,18,18:00:00,Biophony
G007_20211123_073000.WAV,LLUVIA,41712.46,10.0,0.0,0.0,0577.wav,2021-11-23 07:30:00,G007,G007,7.2490965,-73.8951989,7,07:30:00,Geophony
G007_20211128_193000.WAV,INSECT,2683706,10.0,2070288,0.0,0578.wav,2021-11-28 19:30:00,G007,G007,7.2490965,-73.8951989,19,19:30:00,Biophony
G010_20211105_003000.WAV,LLUVIA,41642383,5.0,762.82263,0.0,0060.wav,2021-11-05 00:30:00,G010,G010,7.229472,-73.8314469,0,00:30:00,Geophony
G010_20211105_010000.WAV,LLUVIA,41642383,5.0,762.82263,0.0,0061.wav,2021-11-05 01:00:00,G010,G010,7.229472,-73.8314469,1,01:00:00,Geophony
G010_20211105_033000.WAV,LLUVIA,41642383,5.0,762.82263,0.0,0062.wav,2021-11-05 03:30:00,G010,G010,7.229472,-73.8314469,3,03:30:00,Geophony
G010_20211105_110000.WAV,PULSOS,41642383,5.0,762.82263,0.0,0063.wav,2021-11-05 11:00:00,G010,G010,7.229472,-73.8314469,11,11:00:00,Other
G010_20211105_113000.WAV,PULSOS,41642383,5.0,762.82263,0.0,0064.wav,2021-11-05 11:30:00,G010,G010,7.229472,-73.8314469,11,11:30:00,Other
G010_20211105_180000.WAV,MURCIE,47046.36,5.0,25075725,0.0,0065.wav,2021-11-05 18:00:00,G010,G010,7.229472,-73.8314469,18,18:00:00,Biophony
G010_20211105_183000.WAV,MURCIE,51164117,5.0,27270.49,0.0,0066.wav,2021-11-05 18:30:00,G010,G010,7.229472,-73.8314469,18,18:30:00,Biophony
G010_20211106_033000.WAV,MURCIE,24710707,5.0,12902051,0.0,0067.wav,2021-11-06 03:30:00,G010,G010,7.229472,-73.8314469,3,03:30:00,Biophony
G010_20211106_040000.WAV,MURCIE,24710707,5.0,12902051,0.0,0068.wav,2021-11-06 04:00:00,G010,G010,7.229472,-73.8314469,4,04:00:00,Biophony
G010_20211106_043000.WAV,MURCIE,24710707,5.0,12902051,0.0,0069.wav,2021-11-06 04:30:00,G010,G010,7.229472,-73.8314469,4,04:30:00,Biophony
G010_20211106_050000.WAV,MURCIE,21734186,5.0,11347.9375,0.0,0070.wav,2021-11-06 05:00:00,G010,G010,7.229472,-73.8314469,5,05:00:00,Biophony
G010_20211106_183000.WAV,MURCIE,48881883,5.0,24944266,0.0,0071.wav,2021-11-06 18:30:00,G010,G010,7.229472,-73.8314469,18,18:30:00,Biophony
G010_20211106_190000.WAV,MURCIE,48328016,5.0,28646926,0.0,0072.wav,2021-11-06 19:00:00,G010,G010,7.229472,-73.8314469,19,19:00:00,Biophony
G010_20211106_210000.WAV,MURCIE,48328016,5.0,28646926,0.0,0073.wav,2021-11-06 21:00:00,G010,G010,7.229472,-73.8314469,21,21:00:00,Biophony
G010_20211106_220000.WAV,INSECT,41986332,5.0,3717.5398,0.0,0074.wav,2021-11-06 22:00:00,G010,G010,7.229472,-73.8314469,22,22:00:00,Biophony
G010_20211106_223000.WAV,INSECT,41986332,5.0,3717.5398,0.0,0075.wav,2021-11-06 22:30:00,G010,G010,7.229472,-73.8314469,22,22:30:00,Biophony
G010_20211107_180000.WAV,MURCIE,42168227,5.0,19065.42,0.0,0076.wav,2021-11-07 18:00:00,G010,G010,7.229472,-73.8314469,18,18:00:00,Biophony
G010_20211107_183000.WAV,MURCIE,59830574,5.0,27051057,0.0,0077.wav,2021-11-07 18:30:00,G010,G010,7.229472,-73.8314469,18,18:30:00,Biophony
G010_20211107_190000.WAV,MURCIE,48881.52,5.0,29726344,0.0,0078.wav,2021-11-07 19:00:00,G010,G010,7.229472,-73.8314469,19,19:00:00,Biophony
G010_20211107_193000.WAV,INSECT,25121496,5.0,1905.5929,0.0,0079.wav,2021-11-07 19:30:00,G010,G010,7.229472,-73.8314469,19,19:30:00,Biophony
G010_20211107_200000.WAV,MURCIE,48946.74,5.0,28515834,0.0,0080.wav,2021-11-07 20:00:00,G010,G010,7.229472,-73.8314469,20,20:00:00,Biophony
G010_20211107_213000.WAV,INSECT,27588785,5.0,2024.1179,0.0,0081.wav,2021-11-07 21:30:00,G010,G010,7.229472,-73.8314469,21,21:30:00,Biophony
G010_20211108_180000.WAV,MURCIE,45313867,5.0,26394162,0.0,0082.wav,2021-11-08 18:00:00,G010,G010,7.229472,-73.8314469,18,18:00:00,Biophony
G010_20211108_200000.WAV,MURCIE,25702031,5.0,14970772,0.0,0083.wav,2021-11-08 20:00:00,G010,G010,7.229472,-73.8314469,20,20:00:00,Biophony
G010_20211108_203000.WAV,MURCIE,44846715,5.0,21255475,0.0,0084.wav,2021-11-08 20:30:00,G010,G010,7.229472,-73.8314469,20,20:30:00,Biophony
G010_20211108_233000.WAV,MURCIE,32308426,5.0,15312848,2.0,0085.wav,2021-11-08 23:30:00,G010,G010,7.229472,-73.8314469,23,23:30:00,Biophony
G010_20211109_180000.WAV,MURCIE,47069766,5.0,24372094,0.0,0086.wav,2021-11-09 18:00:00,G010,G010,7.229472,-73.8314469,18,18:00:00,Biophony
G010_20211109_200000.WAV,MURCIE,30184.11,5.0,20651162,0.0,0087.wav,2021-11-09 20:00:00,G010,G010,7.229472,-73.8314469,20,20:00:00,Biophony
G010_20211109_183000.WAV,INSECT,5597444,10.0,4523962,0.0,0585.wav,2021-11-09 18:30:00,G010,G010,7.229472,-73.8314469,18,18:30:00,Biophony
G010_20211111_060000.WAV,AVEVOC,13341853,10.0,1380192,7.676386916,0586.wav,2021-11-11 06:00:00,G010,G010,7.229472,-73.8314469,6,06:00:00,Biophony
G010_20211111_080000.WAV,INSECT,9201278,10.0,7361022,0.0,0587.wav,2021-11-11 08:00:00,G010,G010,7.229472,-73.8314469,8,08:00:00,Biophony
G010_20211118_170000.WAV,INSECT,36651757,10.0,28370607,6.716838551,0588.wav,2021-11-18 17:00:00,G010,G010,7.229472,-73.8314469,17,17:00:00,Biophony
G010_20211124_070000.WAV,AVEVOC,25150.16,10.0,1226837,1.128880429,0589.wav,2021-11-24 07:00:00,G010,G010,7.229472,-73.8314469,7,07:00:00,Biophony
G019_20211114_003000.WAV,LLUVIA,58909094,5.0,4145.4546,0.0,0088.wav,2021-11-14 00:30:00,G019,G019,7.4458583,-73.8673117,0,00:30:00,Geophony
G019_20211114_013000.WAV,LLUVIA,75054.55,5.0,3490909,0.0,0089.wav,2021-11-14 01:30:00,G019,G019,7.4458583,-73.8673117,1,01:30:00,Geophony
G019_20211114_053000.WAV,MURCIE,46036363,5.0,23497352,0.0,0090.wav,2021-11-14 05:30:00,G019,G019,7.4458583,-73.8673117,5,05:30:00,Biophony
G019_20211114_060000.WAV,INSECT,12436363,5.0,4363.6367,0.0,0091.wav,2021-11-14 06:00:00,G019,G019,7.4458583,-73.8673117,6,06:00:00,Biophony
G019_20211114_060000.WAV,AVEVOC,12000.0,5.0,298.33914,0.0,0092.wav,2021-11-14 06:00:00,G019,G019,7.4458583,-73.8673117,6,06:00:00,Biophony
G019_20211114_080000.WAV,PULSOS,34472727,5.0,2400.0,0.0,0093.wav,2021-11-14 08:00:00,G019,G019,7.4458583,-73.8673117,8,08:00:00,Other
G019_20211114_180000.WAV,INSECT,47781.82,5.0,3272.7273,0.0,0094.wav,2021-11-14 18:00:00,G019,G019,7.4458583,-73.8673117,18,18:00:00,Biophony
G019_20211114_180000.WAV,AVEVOC,5108.8535,5.0,468.74957,0.0,0095.wav,2021-11-14 18:00:00,G019,G019,7.4458583,-73.8673117,18,18:00:00,Biophony
G019_20211111_193000.WAV,HERPET,1533.5,10.0,613.4,0.0,0637.wav,2021-11-11 19:30:00,G019,G019,7.4458583,-73.8673117,19,19:30:00,Biophony
G019_20211111_203000.WAV,INSECT,10734824,10.0,4830671,0.0,0638.wav,2021-11-11 20:30:00,G019,G019,7.4458583,-73.8673117,20,20:30:00,Biophony
G019_20211117_180000.WAV,INSECT,11424.92,10.0,5367412,0.328250702,0639.wav,2021-11-17 18:00:00,G019,G019,7.4458583,-73.8673117,18,18:00:00,Biophony
G019_20211123_060000.WAV,LLUVIA,50315279,10.0,0.0,0.0,0640.wav,2021-11-23 06:00:00,G019,G019,7.4458583,-73.8673117,6,06:00:00,Geophony
G019_20211125_060000.WAV,AVEVOC,1916.9,9.738515878,766.8,4.150842833,0641.wav,2021-11-25 06:00:00,G019,G019,7.4458583,-73.8673117,6,06:00:00,Biophony
G019_20211127_170000.WAV,INSECT,10811502,10.0,6057508,0.328250702,0642.wav,2021-11-27 17:00:00,G019,G019,7.4458583,-73.8673117,17,17:00:00,Biophony
G035_20211111_040000.WAV,INSECT,41470586,5.0,2294.1177,0.0,0096.wav,2021-11-11 04:00:00,G035,G035,7.4354147,-73.808984,4,04:00:00,Biophony
G035_20211111_050000.WAV,MURCIE,37235297,5.0,25988012,0.0,0097.wav,2021-11-11 05:00:00,G035,G035,7.4354147,-73.808984,5,05:00:00,Biophony
G035_20211111_063000.WAV,AVEVOC,14470588,5.0,1764.7059,0.0,0098.wav,2021-11-11 06:30:00,G035,G035,7.4354147,-73.808984,6,06:30:00,Biophony
G035_20211111_083000.WAV,PULSOS,36529414,5.0,-1.0,0.0,0099.wav,2021-11-11 08:30:00,G035,G035,7.4354147,-73.808984,8,08:30:00,Other
G035_20211111_120000.WAV,INSECT,36352.94,5.0,6529.4116,0.0,0100.wav,2021-11-11 12:00:00,G035,G035,7.4354147,-73.808984,12,12:00:00,Biophony
G035_20211111_200000.WAV,ANTROP,682.32263,5.0,430.94064,0.0,0101.wav,2021-11-11 20:00:00,G035,G035,7.4354147,-73.808984,20,20:00:00,Anthrophony
G035_20211111_200000.WAV,INSECT,54882.35,5.0,4235.2944,0.0,0102.wav,2021-11-11 20:00:00,G035,G035,7.4354147,-73.808984,20,20:00:00,Biophony
G035_20211111_220000.WAV,INSECT,60529.41,5.0,4235.2944,0.0,0103.wav,2021-11-11 22:00:00,G035,G035,7.4354147,-73.808984,22,22:00:00,Biophony
G035_20211111_220000.WAV,HERPET,9529411,5.0,1941.1765,0.0,0104.wav,2021-11-11 22:00:00,G035,G035,7.4354147,-73.808984,22,22:00:00,Biophony
G035_20211111_220000.WAV,MURCIE,27705883,5.0,15176471,0.0,0105.wav,2021-11-11 22:00:00,G035,G035,7.4354147,-73.808984,22,22:00:00,Biophony
G035_20211108_063000.WAV,LLUVIA,51371666,10.0,0.0,0.0,0730.wav,2021-11-08 06:30:00,G035,G035,7.4354147,-73.808984,6,06:30:00,Geophony
G035_20211109_193000.WAV,INSECT,15047022,10.0,14068966,0.0,0731.wav,2021-11-09 19:30:00,G035,G035,7.4354147,-73.808984,19,19:30:00,Biophony
G035_20211110_180000.WAV,INSECT,14219436,10.0,12188088,3.749999674,0732.wav,2021-11-10 18:00:00,G035,G035,7.4354147,-73.808984,18,18:00:00,Biophony
G035_20211115_190000.WAV,INSECT,13768025,10.0,13241379,0.0,0733.wav,2021-11-15 19:00:00,G035,G035,7.4354147,-73.808984,19,19:00:00,Biophony
G035_20211124_193000.WAV,INSECT,19636364,10.0,19109718,0.0,0734.wav,2021-11-24 19:30:00,G035,G035,7.4354147,-73.808984,19,19:30:00,Biophony
G056_20211113_040000.WAV,INSECT,78457836,5.0,8289156,0.0,0106.wav,2021-11-13 04:00:00,G056,G056,7.3549238,-73.7251599,4,04:00:00,Biophony
