fname_audio,eventID,sensor_name,recorder_model,date,date2,time,hour,decimalLat,decimalLon,grand_label,label,label_desc,Cobertura,GrupoBiolo,fsize,sample.rate,samples,channels,bits,length,Presión sonora 1,Presión sonora 2,Presión sonora 3,Presión sonora 4,min_f,max_f,min_t,max_t,BI,NP,ACI,NDSI,ADI,H,Ht,Hf,SC
G001_20211113_233000.WAV,ANH_64,G001,Audiomoth,2021-11-13 23:30:00,2021-11-13,233000,23.0,7.37222222246,-73.8629722222,biophony,MURCIE,Bat,Palma,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.8,45.8,40.1,39.8,26006.69,42702.34,0.0,5.0,34.94298100455799,29.0,330.8695449228947,0.9178212761272962,3.0375782716542665,0.6963845359263261,0.8205817607424862,0.8486473490419981,0.0075484429806735
G001_20211115_073000.WAV,ANH_64,G001,Audiomoth,2021-11-15 07:30:00,2021-11-15,73000,7.0,7.37222222246,-73.8629722222,biophony,INSECT,Insect,Palma,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.8,45.8,40.1,39.8,7667.732,9047.923,0.0,10.0,29.833709658985647,7.0,303.5536560313959,0.8243535490279054,3.081269160045451,0.6763703914208573,0.98793792700274,0.6846284295136504,0.0060153293877947
G001_20211116_190000.WAV,ANH_64,G001,Audiomoth,2021-11-16 19:00:00,2021-11-16,190000,19.0,7.37222222246,-73.8629722222,biophony,INSECT,Insect,Palma,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.8,45.8,40.1,39.8,10121.406,18709.265,0.0,10.0,77.91149304103007,45.0,303.1519267720027,0.9826319768190844,3.0443001300440544,0.8269357123792537,0.9646591792506324,0.8572309580069873,0.1344122816908302
G001_20211116_203000.WAV,ANH_64,G001,Audiomoth,2021-11-16 20:30:00,2021-11-16,203000,20.0,7.37222222246,-73.8629722222,biophony,INSECT,Insect,Palma,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.8,45.8,40.1,39.8,9814.696,20549.521,0.0,2.765757051,60.68823981042245,15.0,308.2721708161405,0.9505908262836018,3.042365427479573,0.6978045368526762,0.9878954838806354,0.706354617708719,0.0339068087200424
G001_20211126_080000.WAV,ANH_64,G001,Audiomoth,2021-11-26 08:00:00,2021-11-26,80000,8.0,7.37222222246,-73.8629722222,geophony,LLUVIA,Rain,Palma,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.8,45.8,40.1,39.8,0.0,37418.53,0.0,10.0,6.736844762623621,12.0,354.7871601404405,-0.8719335840496827,2.9357027249544654,0.2671561444226787,0.76694761030611,0.3483368887687769,0.0010427619819295
G001_20211129_060000.WAV,ANH_64,G001,Audiomoth,2021-11-29 06:00:00,2021-11-29,60000,6.0,7.37222222246,-73.8629722222,biophony,INSECT,Insect,Palma,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.8,45.8,40.1,39.8,10504.792,40485.623,0.0,10.0,25.95803718659684,10.0,321.8573127217167,0.7313096917896433,3.0686639118915053,0.6730883889111874,0.9276726594074725,0.7255666986468112,0.0086322861136094
G002_20211114_000000.WAV,ANH_166,G002,Audiomoth,2021-11-14 00:00:00,2021-11-14,0,0.0,7.40702777802,-73.8649444444,geophony,LLUVIA,Rain,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,-1.0,49371.43,0.0,5.0,7.477399900238445,73.0,306.24031983477914,0.7025642849436529,3.0855486363572773,0.9596020301501692,0.9903034007400912,0.968998015591002,0.8820175565106194
G002_20211114_003000.WAV,ANH_166,G002,Audiomoth,2021-11-14 00:30:00,2021-11-14,3000,0.0,7.40702777802,-73.8649444444,geophony,LLUVIA,Rain,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,-1.0,49371.43,0.0,5.0,8.232784255365019,32.0,312.0645415038028,-0.5503074794314269,3.043336718856977,0.5314237087018414,0.9436387124169732,0.5631643781767794,0.4175278412204772
G002_20211114_010000.WAV,ANH_166,G002,Audiomoth,2021-11-14 01:00:00,2021-11-14,10000,1.0,7.40702777802,-73.8649444444,geophony,LLUVIA,Rain,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,-1.0,49371.43,0.0,5.0,9.237029808805692,54.0,308.5172683298309,-0.0515132673321978,3.064000021434806,0.7409801155845196,0.9827845020270228,0.7539599109023652,0.7996515968767837
G002_20211114_013000.WAV,ANH_166,G002,Audiomoth,2021-11-14 01:30:00,2021-11-14,13000,1.0,7.40702777802,-73.8649444444,geophony,LLUVIA,Rain,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,-1.0,49371.43,0.0,5.0,16.008471865184823,43.0,310.6834797080287,0.7820252505601913,3.0813302740081294,0.8214549075111718,0.9862818697470064,0.8328804702877538,0.604996866469652
G002_20211114_053000.WAV,ANH_166,G002,Audiomoth,2021-11-14 05:30:00,2021-11-14,53000,5.0,7.40702777802,-73.8649444444,biophony,MURCIE,Bat,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,25508.572,63360.004,0.0,5.0,66.98900422581656,28.0,309.27303750352144,0.1713165200139756,3.039222035792976,0.6153637150628364,0.9941665262601702,0.6189744864753147,0.1312525293315048
G002_20211114_090000.WAV,ANH_166,G002,Audiomoth,2021-11-14 09:00:00,2021-11-14,90000,9.0,7.40702777802,-73.8649444444,Other,PULSOS,Pulse,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,25508.572,63360.004,0.0,5.0,46.20268407815887,27.0,505.6285864820607,0.2080672609098276,3.02644487832574,0.6655247320533801,0.8536475382838742,0.7796247305899977,0.1528061485372051
G002_20211114_093000.WAV,ANH_166,G002,Audiomoth,2021-11-14 09:30:00,2021-11-14,93000,9.0,7.40702777802,-73.8649444444,Other,PULSOS,Pulse,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,25508.572,63360.004,0.0,5.0,26.41844052389659,53.0,485.8544776410385,0.1677544907742804,3.035801140031862,0.7386838402502574,0.8646179062312382,0.8543471456311704,0.2031751359392768
G002_20211114_180000.WAV,ANH_166,G002,Audiomoth,2021-11-14 18:00:00,2021-11-14,180000,18.0,7.40702777802,-73.8649444444,biophony,MURCIE,Bat,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,27380.29,50194.285,0.0,5.0,62.56862696052357,35.0,297.352312731742,0.984583033152328,3.0503931626897227,0.5423148851198314,0.9915848037588848,0.5469173015399512,0.1784530237038241
G002_20211114_183000.WAV,ANH_166,G002,Audiomoth,2021-11-14 18:30:00,2021-11-14,183000,18.0,7.40702777802,-73.8649444444,biophony,MURCIE,Bat,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,47451.426,60891.426,0.0,5.0,67.63013563989307,61.0,306.33863158089184,0.9022067543028868,3.0556248195912885,0.7270840289689267,0.9934852034158796,0.7318518951958305,0.3108164922465883
G002_20211114_193000.WAV,ANH_166,G002,Audiomoth,2021-11-14 19:30:00,2021-11-14,193000,19.0,7.40702777802,-73.8649444444,biophony,HERPET,Herpetus,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,-1.0,4937.143,0.0,5.0,59.519197360774285,65.0,286.3644295540945,0.9781528178469456,3.03651356570515,0.5527662897186698,0.9607858037534448,0.575327286851253,0.2949757752319118
G002_20211114_200000.WAV,ANH_166,G002,Audiomoth,2021-11-14 20:00:00,2021-11-14,200000,20.0,7.40702777802,-73.8649444444,biophony,INSECT,Insect,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,3914.107,50194.285,0.0,5.0,47.05406629016144,55.0,303.8786024187106,0.7890778278823211,3.0845838354280786,0.8408947092977138,0.9919406721579466,0.847726817641588,0.2446312617070354
G002_20211114_220000.WAV,ANH_166,G002,Audiomoth,2021-11-14 22:00:00,2021-11-14,220000,22.0,7.40702777802,-73.8649444444,biophony,HERPET,Herpetus,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,-1.0,6034.2856,0.0,5.0,53.85745828018196,31.0,312.10581316434934,0.7184359416875596,3.064227751492344,0.7572531187574223,0.9912205879359656,0.763960240509393,0.1218265903431324
G002_20211114_230000.WAV,ANH_166,G002,Audiomoth,2021-11-14 23:00:00,2021-11-14,230000,23.0,7.40702777802,-73.8649444444,biophony,INSECT,Insect,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,4114.2856,46080.0,0.0,5.0,54.61278259550112,48.0,310.89109085218763,0.8245959529490229,3.071749896219904,0.7891511151460673,0.9939048874556444,0.793990577072482,0.1639671106053176
G002_20211115_010000.WAV,ANH_166,G002,Audiomoth,2021-11-15 01:00:00,2021-11-15,10000,1.0,7.40702777802,-73.8649444444,biophony,HERPET,Herpetus,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,-1.0,4559.3667,0.0,5.0,73.48812375654713,55.0,309.9540360076327,0.941373010128668,3.0870416335869275,0.8644284653566311,0.9942079624635776,0.8694644360065655,0.2759482097795865
G002_20211115_180000.WAV,ANH_166,G002,Audiomoth,2021-11-15 18:00:00,2021-11-15,180000,18.0,7.40702777802,-73.8649444444,biophony,MURCIE,Bat,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,37488.125,45593.668,0.0,5.0,75.47969905387276,34.0,305.58247273684594,0.9519656703565564,3.061470011984135,0.6412880194066941,0.9944435811399616,0.6448711938706123,0.158400177610423
G002_20211115_193000.WAV,ANH_166,G002,Audiomoth,2021-11-15 19:30:00,2021-11-15,193000,19.0,7.40702777802,-73.8649444444,biophony,MURCIE,Bat,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,20770.45,43869.145,0.0,5.0,61.50387994803503,71.0,299.2735337032795,0.8637037373113741,3.0650516379744808,0.7269119455568411,0.9933220953700492,0.7317988283408107,0.2503100752833944
G002_20211115_220000.WAV,ANH_166,G002,Audiomoth,2021-11-15 22:00:00,2021-11-15,220000,22.0,7.40702777802,-73.8649444444,biophony,MURCIE,Bat,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,24142.752,37741.426,0.0,5.0,54.926962983573866,41.0,308.48382026246145,0.839252633524248,3.0576412707863674,0.7687951688917025,0.983521228481209,0.7816762329359228,0.1108535526891983
G002_20211116_010000.WAV,ANH_166,G002,Audiomoth,2021-11-16 01:00:00,2021-11-16,10000,1.0,7.40702777802,-73.8649444444,biophony,MURCIE,Bat,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,51941.055,67301.05,0.0,3.1,92.49894666916067,51.0,306.8716393545829,0.9140837005545244,3.073092493756812,0.8545075814840855,0.993051836880416,0.8604863812230034,0.1937736708280998
G002_20211116_050000.WAV,ANH_166,G002,Audiomoth,2021-11-16 05:00:00,2021-11-16,50000,5.0,7.40702777802,-73.8649444444,biophony,MURCIE,Bat,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,41431.58,53962.1,0.0,5.0,77.0243968853448,35.0,316.963058881584,0.9818123004705988,3.054300807969057,0.6492858020120913,0.990981636755046,0.6551945847737073,0.1277955941776646
G002_20211116_053000.WAV,ANH_166,G002,Audiomoth,2021-11-16 05:30:00,2021-11-16,53000,5.0,7.40702777802,-73.8649444444,biophony,MURCIE,Bat,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,25702.895,51941.055,0.0,5.0,47.43071125945631,11.0,307.78986312148754,0.9277987170888368,3.07765602307842,0.7075352719699195,0.980818674899112,0.7213721456136601,0.047043162304635
G002_20211124_203000.WAV,ANH_166,G002,Audiomoth,2021-11-24 20:30:00,2021-11-24,203000,20.0,7.40702777802,-73.8649444444,biophony,INSECT,Insect,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,10410.058,20277.925,0.0,10.0,63.72761383078153,65.0,299.4528796331035,0.8707869757846788,3.0388489689585976,0.8710559341283033,0.9887318285374294,0.8809830016464658,0.4056422775739745
G002_20211125_193000.WAV,ANH_166,G002,Audiomoth,2021-11-25 19:30:00,2021-11-25,193000,19.0,7.40702777802,-73.8649444444,biophony,INSECT,Insect,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,6831.6,19844.172,0.0,10.0,86.8737056673945,69.0,296.3804617596897,0.9490560695460332,3.0813172516003764,0.8823725234090256,0.9955495916292147,0.8863169959871359,0.517438074535193
G002_20211127_083000.WAV,ANH_166,G002,Audiomoth,2021-11-27 08:30:00,2021-11-27,83000,8.0,7.40702777802,-73.8649444444,biophony,INSECT,Insect,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,11277.562,12145.067,2.427092922,10.0,55.39896711165715,39.0,317.0623794936081,0.8759776299837027,3.0284504850035936,0.7707123318700183,0.991319841384806,0.7774608150618532,0.1170943913740071
G002_20211128_083000.WAV,ANH_166,G002,Audiomoth,2021-11-28 08:30:00,2021-11-28,83000,8.0,7.40702777802,-73.8649444444,biophony,INSECT,Insect,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,6440.895,11041.534,0.0,10.0,51.26228988249156,27.0,315.6508112117516,0.9657678416775032,3.050968794413429,0.724566992126478,0.9936423432267651,0.7292030146113854,0.1181686197694735
G002_20211128_170000.WAV,ANH_166,G002,Audiomoth,2021-11-28 17:00:00,2021-11-28,170000,17.0,7.40702777802,-73.8649444444,biophony,INSECT,Insect,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,6440.895,11348.243,0.0,10.0,73.61544288005179,22.0,303.650778720819,0.9907709431208552,3.073764514109434,0.7176303578987671,0.9954972574384904,0.7208762781981928,0.1538751325304153
G002_20211129_080000.WAV,ANH_166,G002,Audiomoth,2021-11-29 08:00:00,2021-11-29,80000,8.0,7.40702777802,-73.8649444444,biophony,INSECT,Insect,Herbazales,Sensores Pasivos,23040488,192000,11520000,1,16,60,38.5,54.4,63.9,55.5,6364.217,10964.856,0.0,10.0,60.65961249727073,57.0,325.8378346508323,0.8868683122404534,3.0350300991903727,0.7254505206321061,0.9893180998490912,0.7332833804847653,0.1533795365172099
G003_20211111_180000.WAV,ANH_215,G003,Audiomoth,2021-11-11 18:00:00,2021-11-11,180000,18.0,7.35608333357,-73.7606388889,biophony,HERPET,Herpetus,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,0.0,1380.192,0.0,10.0,96.67391930949616,64.0,312.7432796705381,0.9869802156159612,3.045016170609906,0.6108734453598506,0.9883126944266,0.6180973378210703,0.15114105082088
G003_20211112_000000.WAV,ANH_215,G003,Audiomoth,2021-11-12 00:00:00,2021-11-12,0,0.0,7.35608333357,-73.7606388889,biophony,INSECT,Insect,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,3121.9111,45016.95,0.0,5.0,89.16075291373045,53.0,307.9256922346152,0.899005827846303,3.0684704892746746,0.752721826904212,0.9787635823499972,0.7690537740451456,0.1344175260930864
G003_20211112_050000.WAV,ANH_215,G003,Audiomoth,2021-11-12 05:00:00,2021-11-12,50000,5.0,7.35608333357,-73.7606388889,biophony,INSECT,Insect,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,2711.8645,47728.812,0.0,5.0,52.21851321383701,40.0,325.56309075258275,0.7868294368197662,3.054835749948124,0.736658575775925,0.8852011163933226,0.8321934554007098,0.0280750334112127
G003_20211112_080000.WAV,ANH_215,G003,Audiomoth,2021-11-12 08:00:00,2021-11-12,80000,8.0,7.35608333357,-73.7606388889,biophony,INSECT,Insect,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,2169.4915,33355.93,0.0,5.0,35.315382359630696,13.0,306.27387261332285,0.9253630264045496,3.0322106322573887,0.6644359619096458,0.9609604207056918,0.6914290615858143,0.0047138435612288
G003_20211112_183000.WAV,ANH_215,G003,Audiomoth,2021-11-12 18:30:00,2021-11-12,183000,18.0,7.35608333357,-73.7606388889,biophony,INSECT,Insect,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,2847.4575,39457.625,0.0,5.0,98.92165729894415,65.0,315.1658871279239,0.90333625073498,3.044358864015744,0.7225551661334771,0.980157342269406,0.7371828327689817,0.1517511496166779
G003_20211112_183000.WAV,ANH_215,G003,Audiomoth,2021-11-12 18:30:00,2021-11-12,183000,18.0,7.35608333357,-73.7606388889,anthrophony,ANTROP,anthrophony,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,67.43268,974.40216,0.0,5.0,98.92165729894415,65.0,315.1658871279239,0.90333625073498,3.044358864015744,0.7225551661334771,0.980157342269406,0.7371828327689817,0.1517511496166779
G003_20211115_113000.WAV,ANH_215,G003,Audiomoth,2021-11-15 11:30:00,2021-11-15,113000,11.0,7.35608333357,-73.7606388889,geophony,LLUVIA,Rain,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,-1.0,14876.514,0.0,5.0,5.224098104359331,7.0,355.5902560810283,0.3516763926955154,3.0395501128942746,0.7956707708572243,0.8687620515071649,0.9158673188784676,0.0012403011335775
G003_20211115_190000.WAV,ANH_215,G003,Audiomoth,2021-11-15 19:00:00,2021-11-15,190000,19.0,7.35608333357,-73.7606388889,biophony,INSECT,Insect,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,3144.705,3686.895,0.0,10.0,92.768232536629,41.0,307.93107290140154,0.9549297015607816,3.031365212368052,0.6325619272187287,0.9822215128933982,0.644011476958336,0.1258604097451482
G003_20211115_203000.WAV,ANH_215,G003,Audiomoth,2021-11-15 20:30:00,2021-11-15,203000,20.0,7.35608333357,-73.7606388889,biophony,INSECT,Insect,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,2789.3462,51602.902,0.0,5.0,91.99996942726256,67.0,320.0739349190925,0.927450627670444,3.048229025935613,0.6981948174558085,0.9640476008613852,0.724232721322023,0.1214787116601417
G003_20211115_213000.WAV,ANH_215,G003,Audiomoth,2021-11-15 21:30:00,2021-11-15,213000,21.0,7.35608333357,-73.7606388889,biophony,INSECT,Insect,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,2789.3462,51602.902,0.0,5.0,83.6800010891765,39.0,309.27843817014065,0.9341405422184385,3.047877087272185,0.6264171565569192,0.972637227890336,0.6440398728266108,0.0848579247725459
G003_20211115_230000.WAV,ANH_215,G003,Audiomoth,2021-11-15 23:00:00,2021-11-15,230000,23.0,7.35608333357,-73.7606388889,biophony,INSECT,Insect,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,2789.3462,51602.902,0.0,5.0,85.85032393758915,47.0,329.47240378356406,0.97380539632001,3.045599900536433,0.6925019374199336,0.9712137331252042,0.7130273325023706,0.0961010491426713
G003_20211115_233000.WAV,ANH_215,G003,Audiomoth,2021-11-15 23:30:00,2021-11-15,233000,23.0,7.35608333357,-73.7606388889,biophony,INSECT,Insect,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,2789.3462,51602.902,0.0,5.0,80.77135801368664,37.0,311.0768789015912,0.9612075981658016,3.049123092295611,0.6285348918834789,0.980453485769758,0.6410654875585593,0.0751924914144764
G003_20211121_193000.WAV,ANH_215,G003,Audiomoth,2021-11-21 19:30:00,2021-11-21,193000,19.0,7.35608333357,-73.7606388889,anthrophony,TRAMOT,Motor,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,0.0,1380.192,0.0,10.0,94.57019170565184,67.0,313.7614971826703,0.9490204200355128,3.039931221663346,0.7368058029114021,0.983921509378483,0.7488461181998376,0.138903238156173
G003_20211123_083000.WAV,ANH_215,G003,Audiomoth,2021-11-23 08:30:00,2021-11-23,83000,8.0,7.35608333357,-73.7606388889,geophony,LLUVIA,Rain,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,0.0,46926.518,0.0,10.0,14.405697700032196,5.0,340.6200590739824,0.5998621116365949,3.0674275147222483,0.8095255157055042,0.8769658774727884,0.9230980777021432,0.000716734975006
G003_20211125_180000.WAV,ANH_215,G003,Audiomoth,2021-11-25 18:00:00,2021-11-25,180000,18.0,7.35608333357,-73.7606388889,anthrophony,TRAMOT,Motor,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,0.0,1993.61,0.0,10.0,89.75225551594204,47.0,309.4452048674708,0.9383019905571652,3.0504088072630693,0.607566600446661,0.983627819349072,0.6176793584881788,0.1284284187165724
G003_20211128_050000.WAV,ANH_215,G003,Audiomoth,2021-11-28 05:00:00,2021-11-28,50000,5.0,7.35608333357,-73.7606388889,biophony,INSECT,Insect,Bosque Ripario,Sensores Pasivos,23040488,192000,11520000,1,16,60,54.2,45.5,37.4,38.5,2683.706,3450.479,0.0,10.0,62.62606130945725,30.0,324.29788768947185,0.882844361373239,3.0187536812853777,0.6975252850134692,0.9106742769648244,0.7659437656878186,0.0335781595119908
G004_20211109_193000.WAV,ANH_229,G004,Audiomoth,2021-11-09 19:30:00,2021-11-09,193000,19.0,7.33469444468,-73.8529722222,biophony,INSECT,Insect,Palma,Sensores Pasivos,23040488,192000,11520000,1,16,60,61.4,54.7,51.4,47.5,2576.687,3239.264,0.0,10.0,89.40378903431119,48.0,299.34040859493274,0.9489013877075616,3.046535858801624,0.752271152815956,0.9923982189816712,0.7580335579278684,0.2203610421326536
G004_20211111_023000.WAV,ANH_229,G004,Audiomoth,2021-11-11 02:30:00,2021-11-11,23000,2.0,7.33469444468,-73.8529722222,biophony,INSECT,Insect,Palma,Sensores Pasivos,23040488,192000,11520000,1,16,60,61.4,54.7,51.4,47.5,2672.8538,45215.777,0.0,5.0,77.98887526620308,72.0,310.6402722431451,0.9792556642139892,3.053835708289663,0.8176931244414051,0.9598356628635308,0.8519095050104056,0.2388737820968344
